cpu-bind=MASK - cn-0071, task  0  0 [2884235]: mask |BBBBBBBBBBBBBBBBBBBB||||BBBBBBBBBBBBBBBBBBBB|  set
--------------------------------------------------------------------------
PSM2 was unable to open an endpoint. Please make sure that the network link is
active on the node and the hardware is functioning.

  Error: Failure in initializing endpoint
--------------------------------------------------------------------------
cn-0162.259954PSM2 can't open hfi unit: -1 (err=23)
cn-0162.259969PSM2 can't open hfi unit: -1 (err=23)
cn-0162.259952PSM2 can't open hfi unit: -1 (err=23)
cn-0162.259960PSM2 can't open hfi unit: -1 (err=23)
--------------------------------------------------------------------------
PSM2 was unable to open an endpoint. Please make sure that the network link is
active on the node and the hardware is functioning.

  Error: Failure in initializing endpoint
--------------------------------------------------------------------------
--------------------------------------------------------------------------
PSM2 was unable to open an endpoint. Please make sure that the network link is
active on the node and the hardware is functioning.

  Error: Failure in initializing endpoint
--------------------------------------------------------------------------
--------------------------------------------------------------------------
PSM2 was unable to open an endpoint. Please make sure that the network link is
active on the node and the hardware is functioning.

  Error: Failure in initializing endpoint
--------------------------------------------------------------------------
--------------------------------------------------------------------------
PSM2 was unable to open an endpoint. Please make sure that the network link is
active on the node and the hardware is functioning.

  Error: Failure in initializing endpoint
--------------------------------------------------------------------------
cn-0162.259964PSM2 can't open hfi unit: -1 (err=23)
--------------------------------------------------------------------------
PSM2 was unable to open an endpoint. Please make sure that the network link is
active on the node and the hardware is functioning.

  Error: Failure in initializing endpoint
--------------------------------------------------------------------------
cn-0162.259967PSM2 can't open hfi unit: -1 (err=23)
--------------------------------------------------------------------------
PSM2 was unable to open an endpoint. Please make sure that the network link is
active on the node and the hardware is functioning.

  Error: Failure in initializing endpoint
--------------------------------------------------------------------------
--------------------------------------------------------------------------
PSM2 was unable to open an endpoint. Please make sure that the network link is
active on the node and the hardware is functioning.

  Error: Failure in initializing endpoint
--------------------------------------------------------------------------
--------------------------------------------------------------------------
It looks like MPI_INIT failed for some reason; your parallel process is
likely to abort.  There are many reasons that a parallel process can
fail during MPI_INIT; some of which are due to configuration or environment
problems.  This failure appears to be an internal failure; here's some
additional information (which may only be relevant to an Open MPI
developer):

  PML add procs failed
  --> Returned "Error" (-1) instead of "Success" (0)
--------------------------------------------------------------------------
--------------------------------------------------------------------------
It looks like MPI_INIT failed for some reason; your parallel process is
likely to abort.  There are many reasons that a parallel process can
fail during MPI_INIT; some of which are due to configuration or environment
problems.  This failure appears to be an internal failure; here's some
additional information (which may only be relevant to an Open MPI
developer):

  PML add procs failed
  --> Returned "Error" (-1) instead of "Success" (0)
--------------------------------------------------------------------------
--------------------------------------------------------------------------
It looks like MPI_INIT failed for some reason; your parallel process is
likely to abort.  There are many reasons that a parallel process can
fail during MPI_INIT; some of which are due to configuration or environment
problems.  This failure appears to be an internal failure; here's some
additional information (which may only be relevant to an Open MPI
developer):

  PML add procs failed
  --> Returned "Error" (-1) instead of "Success" (0)
--------------------------------------------------------------------------
--------------------------------------------------------------------------
It looks like MPI_INIT failed for some reason; your parallel process is
likely to abort.  There are many reasons that a parallel process can
fail during MPI_INIT; some of which are due to configuration or environment
problems.  This failure appears to be an internal failure; here's some
additional information (which may only be relevant to an Open MPI
developer):

  PML add procs failed
  --> Returned "Error" (-1) instead of "Success" (0)
--------------------------------------------------------------------------
--------------------------------------------------------------------------
It looks like MPI_INIT failed for some reason; your parallel process is
likely to abort.  There are many reasons that a parallel process can
fail during MPI_INIT; some of which are due to configuration or environment
problems.  This failure appears to be an internal failure; here's some
additional information (which may only be relevant to an Open MPI
developer):

  PML add procs failed
  --> Returned "Error" (-1) instead of "Success" (0)
--------------------------------------------------------------------------
--------------------------------------------------------------------------
It looks like MPI_INIT failed for some reason; your parallel process is
likely to abort.  There are many reasons that a parallel process can
fail during MPI_INIT; some of which are due to configuration or environment
problems.  This failure appears to be an internal failure; here's some
additional information (which may only be relevant to an Open MPI
developer):

  PML add procs failed
  --> Returned "Error" (-1) instead of "Success" (0)
--------------------------------------------------------------------------
--------------------------------------------------------------------------
It looks like MPI_INIT failed for some reason; your parallel process is
likely to abort.  There are many reasons that a parallel process can
fail during MPI_INIT; some of which are due to configuration or environment
problems.  This failure appears to be an internal failure; here's some
additional information (which may only be relevant to an Open MPI
developer):

  PML add procs failed
  --> Returned "Error" (-1) instead of "Success" (0)
--------------------------------------------------------------------------
--------------------------------------------------------------------------
It looks like MPI_INIT failed for some reason; your parallel process is
likely to abort.  There are many reasons that a parallel process can
fail during MPI_INIT; some of which are due to configuration or environment
problems.  This failure appears to be an internal failure; here's some
additional information (which may only be relevant to an Open MPI
developer):

  PML add procs failed
  --> Returned "Error" (-1) instead of "Success" (0)
--------------------------------------------------------------------------
--------------------------------------------------------------------------
It looks like MPI_INIT failed for some reason; your parallel process is
likely to abort.  There are many reasons that a parallel process can
fail during MPI_INIT; some of which are due to configuration or environment
problems.  This failure appears to be an internal failure; here's some
additional information (which may only be relevant to an Open MPI
developer):

  PML add procs failed
  --> Returned "Error" (-1) instead of "Success" (0)
--------------------------------------------------------------------------
--------------------------------------------------------------------------
It looks like MPI_INIT failed for some reason; your parallel process is
likely to abort.  There are many reasons that a parallel process can
fail during MPI_INIT; some of which are due to configuration or environment
problems.  This failure appears to be an internal failure; here's some
additional information (which may only be relevant to an Open MPI
developer):

  PML add procs failed
  --> Returned "Error" (-1) instead of "Success" (0)
--------------------------------------------------------------------------
[cn-0159:2575906] *** An error occurred in MPI_Init
[cn-0159:2575906] *** reported by process [504659707,56]
[cn-0159:2575906] *** on a NULL communicator
[cn-0159:2575906] *** Unknown error
[cn-0159:2575906] *** MPI_ERRORS_ARE_FATAL (processes in this communicator will now abort,
[cn-0159:2575906] ***    and potentially your MPI job)
--------------------------------------------------------------------------
It looks like MPI_INIT failed for some reason; your parallel process is
likely to abort.  There are many reasons that a parallel process can
fail during MPI_INIT; some of which are due to configuration or environment
problems.  This failure appears to be an internal failure; here's some
additional information (which may only be relevant to an Open MPI
developer):

  PML add procs failed
  --> Returned "Error" (-1) instead of "Success" (0)
--------------------------------------------------------------------------
[cn-0159:2575907] *** An error occurred in MPI_Init
[cn-0159:2575907] *** reported by process [504659707,57]
[cn-0159:2575907] *** on a NULL communicator
[cn-0159:2575907] *** Unknown error
[cn-0159:2575907] *** MPI_ERRORS_ARE_FATAL (processes in this communicator will now abort,
[cn-0159:2575907] ***    and potentially your MPI job)
--------------------------------------------------------------------------
It looks like MPI_INIT failed for some reason; your parallel process is
likely to abort.  There are many reasons that a parallel process can
fail during MPI_INIT; some of which are due to configuration or environment
problems.  This failure appears to be an internal failure; here's some
additional information (which may only be relevant to an Open MPI
developer):

  PML add procs failed
  --> Returned "Error" (-1) instead of "Success" (0)
--------------------------------------------------------------------------
[cn-0159:2575908] *** An error occurred in MPI_Init
[cn-0159:2575908] *** reported by process [504659707,58]
[cn-0159:2575908] *** on a NULL communicator
[cn-0159:2575908] *** Unknown error
[cn-0159:2575908] *** MPI_ERRORS_ARE_FATAL (processes in this communicator will now abort,
[cn-0159:2575908] ***    and potentially your MPI job)
--------------------------------------------------------------------------
It looks like MPI_INIT failed for some reason; your parallel process is
likely to abort.  There are many reasons that a parallel process can
fail during MPI_INIT; some of which are due to configuration or environment
problems.  This failure appears to be an internal failure; here's some
additional information (which may only be relevant to an Open MPI
developer):

  PML add procs failed
  --> Returned "Error" (-1) instead of "Success" (0)
--------------------------------------------------------------------------
[cn-0159:2575913] *** An error occurred in MPI_Init
[cn-0159:2575913] *** reported by process [504659707,63]
[cn-0159:2575913] *** on a NULL communicator
[cn-0159:2575913] *** Unknown error
[cn-0159:2575913] *** MPI_ERRORS_ARE_FATAL (processes in this communicator will now abort,
[cn-0159:2575913] ***    and potentially your MPI job)
--------------------------------------------------------------------------
It looks like MPI_INIT failed for some reason; your parallel process is
likely to abort.  There are many reasons that a parallel process can
fail during MPI_INIT; some of which are due to configuration or environment
problems.  This failure appears to be an internal failure; here's some
additional information (which may only be relevant to an Open MPI
developer):

  PML add procs failed
  --> Returned "Error" (-1) instead of "Success" (0)
--------------------------------------------------------------------------
[cn-0159:2575917] *** An error occurred in MPI_Init
[cn-0159:2575917] *** reported by process [504659707,67]
[cn-0159:2575917] *** on a NULL communicator
[cn-0159:2575917] *** Unknown error
[cn-0159:2575917] *** MPI_ERRORS_ARE_FATAL (processes in this communicator will now abort,
[cn-0159:2575917] ***    and potentially your MPI job)
--------------------------------------------------------------------------
It looks like MPI_INIT failed for some reason; your parallel process is
likely to abort.  There are many reasons that a parallel process can
fail during MPI_INIT; some of which are due to configuration or environment
problems.  This failure appears to be an internal failure; here's some
additional information (which may only be relevant to an Open MPI
developer):

  PML add procs failed
  --> Returned "Error" (-1) instead of "Success" (0)
--------------------------------------------------------------------------
--------------------------------------------------------------------------
It looks like MPI_INIT failed for some reason; your parallel process is
likely to abort.  There are many reasons that a parallel process can
fail during MPI_INIT; some of which are due to configuration or environment
problems.  This failure appears to be an internal failure; here's some
additional information (which may only be relevant to an Open MPI
developer):

  PML add procs failed
  --> Returned "Error" (-1) instead of "Success" (0)
--------------------------------------------------------------------------
[cn-0159:2575926] *** An error occurred in MPI_Init
[cn-0159:2575926] *** reported by process [504659707,76]
[cn-0159:2575926] *** on a NULL communicator
[cn-0159:2575926] *** Unknown error
[cn-0159:2575926] *** MPI_ERRORS_ARE_FATAL (processes in this communicator will now abort,
[cn-0159:2575926] ***    and potentially your MPI job)
--------------------------------------------------------------------------
It looks like MPI_INIT failed for some reason; your parallel process is
likely to abort.  There are many reasons that a parallel process can
fail during MPI_INIT; some of which are due to configuration or environment
problems.  This failure appears to be an internal failure; here's some
additional information (which may only be relevant to an Open MPI
developer):

  PML add procs failed
  --> Returned "Error" (-1) instead of "Success" (0)
--------------------------------------------------------------------------
[cn-0159:2575927] *** An error occurred in MPI_Init
[cn-0159:2575927] *** reported by process [504659707,77]
[cn-0159:2575927] *** on a NULL communicator
[cn-0159:2575927] *** Unknown error
[cn-0159:2575927] *** MPI_ERRORS_ARE_FATAL (processes in this communicator will now abort,
[cn-0159:2575927] ***    and potentially your MPI job)
--------------------------------------------------------------------------
It looks like MPI_INIT failed for some reason; your parallel process is
likely to abort.  There are many reasons that a parallel process can
fail during MPI_INIT; some of which are due to configuration or environment
problems.  This failure appears to be an internal failure; here's some
additional information (which may only be relevant to an Open MPI
developer):

  PML add procs failed
  --> Returned "Error" (-1) instead of "Success" (0)
--------------------------------------------------------------------------
[cn-0159:2575929] *** An error occurred in MPI_Init
[cn-0159:2575929] *** reported by process [504659707,79]
[cn-0159:2575929] *** on a NULL communicator
[cn-0159:2575929] *** Unknown error
[cn-0159:2575929] *** MPI_ERRORS_ARE_FATAL (processes in this communicator will now abort,
[cn-0159:2575929] ***    and potentially your MPI job)
--------------------------------------------------------------------------
It looks like MPI_INIT failed for some reason; your parallel process is
likely to abort.  There are many reasons that a parallel process can
fail during MPI_INIT; some of which are due to configuration or environment
problems.  This failure appears to be an internal failure; here's some
additional information (which may only be relevant to an Open MPI
developer):

  PML add procs failed
  --> Returned "Error" (-1) instead of "Success" (0)
--------------------------------------------------------------------------
--------------------------------------------------------------------------
It looks like MPI_INIT failed for some reason; your parallel process is
likely to abort.  There are many reasons that a parallel process can
fail during MPI_INIT; some of which are due to configuration or environment
problems.  This failure appears to be an internal failure; here's some
additional information (which may only be relevant to an Open MPI
developer):

  PML add procs failed
  --> Returned "Error" (-1) instead of "Success" (0)
--------------------------------------------------------------------------
[cn-0159:2575892] *** An error occurred in MPI_Init
[cn-0159:2575892] *** reported by process [504659707,42]
[cn-0159:2575892] *** on a NULL communicator
[cn-0159:2575892] *** Unknown error
[cn-0159:2575892] *** MPI_ERRORS_ARE_FATAL (processes in this communicator will now abort,
[cn-0159:2575892] ***    and potentially your MPI job)
--------------------------------------------------------------------------
It looks like MPI_INIT failed for some reason; your parallel process is
likely to abort.  There are many reasons that a parallel process can
fail during MPI_INIT; some of which are due to configuration or environment
problems.  This failure appears to be an internal failure; here's some
additional information (which may only be relevant to an Open MPI
developer):

  PML add procs failed
  --> Returned "Error" (-1) instead of "Success" (0)
--------------------------------------------------------------------------
--------------------------------------------------------------------------
It looks like MPI_INIT failed for some reason; your parallel process is
likely to abort.  There are many reasons that a parallel process can
fail during MPI_INIT; some of which are due to configuration or environment
problems.  This failure appears to be an internal failure; here's some
additional information (which may only be relevant to an Open MPI
developer):

  PML add procs failed
  --> Returned "Error" (-1) instead of "Success" (0)
--------------------------------------------------------------------------
[cn-0159:2575893] *** An error occurred in MPI_Init
[cn-0159:2575893] *** reported by process [504659707,43]
[cn-0159:2575893] *** on a NULL communicator
[cn-0159:2575893] *** Unknown error
[cn-0159:2575893] *** MPI_ERRORS_ARE_FATAL (processes in this communicator will now abort,
[cn-0159:2575893] ***    and potentially your MPI job)
--------------------------------------------------------------------------
It looks like MPI_INIT failed for some reason; your parallel process is
likely to abort.  There are many reasons that a parallel process can
fail during MPI_INIT; some of which are due to configuration or environment
problems.  This failure appears to be an internal failure; here's some
additional information (which may only be relevant to an Open MPI
developer):

  PML add procs failed
  --> Returned "Error" (-1) instead of "Success" (0)
--------------------------------------------------------------------------
[cn-0071:2886109] *** An error occurred in MPI_Init
[cn-0071:2886109] *** reported by process [504659707,20]
[cn-0071:2886109] *** on a NULL communicator
[cn-0071:2886109] *** Unknown error
[cn-0071:2886109] *** MPI_ERRORS_ARE_FATAL (processes in this communicator will now abort,
[cn-0071:2886109] ***    and potentially your MPI job)
--------------------------------------------------------------------------
It looks like MPI_INIT failed for some reason; your parallel process is
likely to abort.  There are many reasons that a parallel process can
fail during MPI_INIT; some of which are due to configuration or environment
problems.  This failure appears to be an internal failure; here's some
additional information (which may only be relevant to an Open MPI
developer):

  PML add procs failed
  --> Returned "Error" (-1) instead of "Success" (0)
--------------------------------------------------------------------------
--------------------------------------------------------------------------
It looks like MPI_INIT failed for some reason; your parallel process is
likely to abort.  There are many reasons that a parallel process can
fail during MPI_INIT; some of which are due to configuration or environment
problems.  This failure appears to be an internal failure; here's some
additional information (which may only be relevant to an Open MPI
developer):

  PML add procs failed
  --> Returned "Error" (-1) instead of "Success" (0)
--------------------------------------------------------------------------
[cn-0159:2575894] *** An error occurred in MPI_Init
[cn-0159:2575894] *** reported by process [504659707,44]
[cn-0159:2575894] *** on a NULL communicator
[cn-0159:2575894] *** Unknown error
[cn-0159:2575894] *** MPI_ERRORS_ARE_FATAL (processes in this communicator will now abort,
[cn-0159:2575894] ***    and potentially your MPI job)
--------------------------------------------------------------------------
It looks like MPI_INIT failed for some reason; your parallel process is
likely to abort.  There are many reasons that a parallel process can
fail during MPI_INIT; some of which are due to configuration or environment
problems.  This failure appears to be an internal failure; here's some
additional information (which may only be relevant to an Open MPI
developer):

  PML add procs failed
  --> Returned "Error" (-1) instead of "Success" (0)
--------------------------------------------------------------------------
[cn-0159:2575895] *** An error occurred in MPI_Init
[cn-0159:2575895] *** reported by process [504659707,45]
[cn-0159:2575895] *** on a NULL communicator
[cn-0159:2575895] *** Unknown error
[cn-0159:2575895] *** MPI_ERRORS_ARE_FATAL (processes in this communicator will now abort,
[cn-0159:2575895] ***    and potentially your MPI job)
--------------------------------------------------------------------------
It looks like MPI_INIT failed for some reason; your parallel process is
likely to abort.  There are many reasons that a parallel process can
fail during MPI_INIT; some of which are due to configuration or environment
problems.  This failure appears to be an internal failure; here's some
additional information (which may only be relevant to an Open MPI
developer):

  PML add procs failed
  --> Returned "Error" (-1) instead of "Success" (0)
--------------------------------------------------------------------------
[cn-0159:2575896] *** An error occurred in MPI_Init
[cn-0159:2575896] *** reported by process [504659707,46]
[cn-0159:2575896] *** on a NULL communicator
[cn-0159:2575896] *** Unknown error
[cn-0159:2575896] *** MPI_ERRORS_ARE_FATAL (processes in this communicator will now abort,
[cn-0159:2575896] ***    and potentially your MPI job)
--------------------------------------------------------------------------
It looks like MPI_INIT failed for some reason; your parallel process is
likely to abort.  There are many reasons that a parallel process can
fail during MPI_INIT; some of which are due to configuration or environment
problems.  This failure appears to be an internal failure; here's some
additional information (which may only be relevant to an Open MPI
developer):

  PML add procs failed
  --> Returned "Error" (-1) instead of "Success" (0)
--------------------------------------------------------------------------
--------------------------------------------------------------------------
It looks like MPI_INIT failed for some reason; your parallel process is
likely to abort.  There are many reasons that a parallel process can
fail during MPI_INIT; some of which are due to configuration or environment
problems.  This failure appears to be an internal failure; here's some
additional information (which may only be relevant to an Open MPI
developer):

  PML add procs failed
  --> Returned "Error" (-1) instead of "Success" (0)
--------------------------------------------------------------------------
[cn-0159:2575899] *** An error occurred in MPI_Init
[cn-0159:2575899] *** reported by process [504659707,49]
[cn-0159:2575899] *** on a NULL communicator
[cn-0159:2575899] *** Unknown error
[cn-0159:2575899] *** MPI_ERRORS_ARE_FATAL (processes in this communicator will now abort,
[cn-0159:2575899] ***    and potentially your MPI job)
--------------------------------------------------------------------------
It looks like MPI_INIT failed for some reason; your parallel process is
likely to abort.  There are many reasons that a parallel process can
fail during MPI_INIT; some of which are due to configuration or environment
problems.  This failure appears to be an internal failure; here's some
additional information (which may only be relevant to an Open MPI
developer):

  PML add procs failed
  --> Returned "Error" (-1) instead of "Success" (0)
--------------------------------------------------------------------------
[cn-0071:2886120] *** An error occurred in MPI_Init
[cn-0071:2886120] *** reported by process [504659707,31]
[cn-0071:2886120] *** on a NULL communicator
[cn-0071:2886120] *** Unknown error
[cn-0071:2886120] *** MPI_ERRORS_ARE_FATAL (processes in this communicator will now abort,
[cn-0071:2886120] ***    and potentially your MPI job)
--------------------------------------------------------------------------
It looks like MPI_INIT failed for some reason; your parallel process is
likely to abort.  There are many reasons that a parallel process can
fail during MPI_INIT; some of which are due to configuration or environment
problems.  This failure appears to be an internal failure; here's some
additional information (which may only be relevant to an Open MPI
developer):

  PML add procs failed
  --> Returned "Error" (-1) instead of "Success" (0)
--------------------------------------------------------------------------
[cn-0159:2575900] *** An error occurred in MPI_Init
[cn-0159:2575900] *** reported by process [504659707,50]
[cn-0159:2575900] *** on a NULL communicator
[cn-0159:2575900] *** Unknown error
[cn-0159:2575900] *** MPI_ERRORS_ARE_FATAL (processes in this communicator will now abort,
[cn-0159:2575900] ***    and potentially your MPI job)
--------------------------------------------------------------------------
It looks like MPI_INIT failed for some reason; your parallel process is
likely to abort.  There are many reasons that a parallel process can
fail during MPI_INIT; some of which are due to configuration or environment
problems.  This failure appears to be an internal failure; here's some
additional information (which may only be relevant to an Open MPI
developer):

  PML add procs failed
  --> Returned "Error" (-1) instead of "Success" (0)
--------------------------------------------------------------------------
--------------------------------------------------------------------------
It looks like MPI_INIT failed for some reason; your parallel process is
likely to abort.  There are many reasons that a parallel process can
fail during MPI_INIT; some of which are due to configuration or environment
problems.  This failure appears to be an internal failure; here's some
additional information (which may only be relevant to an Open MPI
developer):

  PML add procs failed
  --> Returned "Error" (-1) instead of "Success" (0)
--------------------------------------------------------------------------
[cn-0159:2575901] *** An error occurred in MPI_Init
[cn-0159:2575901] *** reported by process [504659707,51]
[cn-0159:2575901] *** on a NULL communicator
[cn-0159:2575901] *** Unknown error
[cn-0159:2575901] *** MPI_ERRORS_ARE_FATAL (processes in this communicator will now abort,
[cn-0159:2575901] ***    and potentially your MPI job)
--------------------------------------------------------------------------
It looks like MPI_INIT failed for some reason; your parallel process is
likely to abort.  There are many reasons that a parallel process can
fail during MPI_INIT; some of which are due to configuration or environment
problems.  This failure appears to be an internal failure; here's some
additional information (which may only be relevant to an Open MPI
developer):

  PML add procs failed
  --> Returned "Error" (-1) instead of "Success" (0)
--------------------------------------------------------------------------
[cn-0071:2886125] *** An error occurred in MPI_Init
[cn-0071:2886125] *** reported by process [504659707,36]
[cn-0071:2886125] *** on a NULL communicator
[cn-0071:2886125] *** Unknown error
[cn-0071:2886125] *** MPI_ERRORS_ARE_FATAL (processes in this communicator will now abort,
[cn-0071:2886125] ***    and potentially your MPI job)
--------------------------------------------------------------------------
It looks like MPI_INIT failed for some reason; your parallel process is
likely to abort.  There are many reasons that a parallel process can
fail during MPI_INIT; some of which are due to configuration or environment
problems.  This failure appears to be an internal failure; here's some
additional information (which may only be relevant to an Open MPI
developer):

  PML add procs failed
  --> Returned "Error" (-1) instead of "Success" (0)
--------------------------------------------------------------------------
[cn-0159:2575902] *** An error occurred in MPI_Init
[cn-0159:2575902] *** reported by process [504659707,52]
[cn-0159:2575902] *** on a NULL communicator
[cn-0159:2575902] *** Unknown error
[cn-0159:2575902] *** MPI_ERRORS_ARE_FATAL (processes in this communicator will now abort,
[cn-0159:2575902] ***    and potentially your MPI job)
--------------------------------------------------------------------------
It looks like MPI_INIT failed for some reason; your parallel process is
likely to abort.  There are many reasons that a parallel process can
fail during MPI_INIT; some of which are due to configuration or environment
problems.  This failure appears to be an internal failure; here's some
additional information (which may only be relevant to an Open MPI
developer):

  PML add procs failed
  --> Returned "Error" (-1) instead of "Success" (0)
--------------------------------------------------------------------------
srun: Job step aborted: Waiting up to 32 seconds for job step to finish.
[cn-0159:2575903] *** An error occurred in MPI_Init
[cn-0159:2575903] *** reported by process [504659707,53]
[cn-0159:2575903] *** on a NULL communicator
[cn-0159:2575903] *** Unknown error
[cn-0159:2575903] *** MPI_ERRORS_ARE_FATAL (processes in this communicator will now abort,
[cn-0159:2575903] ***    and potentially your MPI job)
--------------------------------------------------------------------------
It looks like MPI_INIT failed for some reason; your parallel process is
likely to abort.  There are many reasons that a parallel process can
fail during MPI_INIT; some of which are due to configuration or environment
problems.  This failure appears to be an internal failure; here's some
additional information (which may only be relevant to an Open MPI
developer):

  PML add procs failed
  --> Returned "Error" (-1) instead of "Success" (0)
--------------------------------------------------------------------------
[cn-0071:2886128] *** An error occurred in MPI_Init
[cn-0071:2886128] *** reported by process [504659707,39]
[cn-0071:2886128] *** on a NULL communicator
[cn-0071:2886128] *** Unknown error
[cn-0071:2886128] *** MPI_ERRORS_ARE_FATAL (processes in this communicator will now abort,
[cn-0071:2886128] ***    and potentially your MPI job)
--------------------------------------------------------------------------
It looks like MPI_INIT failed for some reason; your parallel process is
likely to abort.  There are many reasons that a parallel process can
fail during MPI_INIT; some of which are due to configuration or environment
problems.  This failure appears to be an internal failure; here's some
additional information (which may only be relevant to an Open MPI
developer):

  PML add procs failed
  --> Returned "Error" (-1) instead of "Success" (0)
--------------------------------------------------------------------------
[cn-0159:2575905] *** An error occurred in MPI_Init
[cn-0159:2575905] *** reported by process [504659707,55]
[cn-0159:2575905] *** on a NULL communicator
[cn-0159:2575905] *** Unknown error
[cn-0159:2575905] *** MPI_ERRORS_ARE_FATAL (processes in this communicator will now abort,
[cn-0159:2575905] ***    and potentially your MPI job)
[cn-0071:2886089] *** An error occurred in MPI_Init
[cn-0071:2886089] *** reported by process [504659707,0]
[cn-0071:2886089] *** on a NULL communicator
[cn-0071:2886089] *** Unknown error
[cn-0071:2886089] *** MPI_ERRORS_ARE_FATAL (processes in this communicator will now abort,
[cn-0071:2886089] ***    and potentially your MPI job)
--------------------------------------------------------------------------
It looks like MPI_INIT failed for some reason; your parallel process is
likely to abort.  There are many reasons that a parallel process can
fail during MPI_INIT; some of which are due to configuration or environment
problems.  This failure appears to be an internal failure; here's some
additional information (which may only be relevant to an Open MPI
developer):

  PML add procs failed
  --> Returned "Error" (-1) instead of "Success" (0)
--------------------------------------------------------------------------
--------------------------------------------------------------------------
It looks like MPI_INIT failed for some reason; your parallel process is
likely to abort.  There are many reasons that a parallel process can
fail during MPI_INIT; some of which are due to configuration or environment
problems.  This failure appears to be an internal failure; here's some
additional information (which may only be relevant to an Open MPI
developer):

  PML add procs failed
  --> Returned "Error" (-1) instead of "Success" (0)
--------------------------------------------------------------------------
[cn-0159:2575909] *** An error occurred in MPI_Init
[cn-0159:2575909] *** reported by process [504659707,59]
[cn-0159:2575909] *** on a NULL communicator
[cn-0159:2575909] *** Unknown error
[cn-0159:2575909] *** MPI_ERRORS_ARE_FATAL (processes in this communicator will now abort,
[cn-0159:2575909] ***    and potentially your MPI job)
--------------------------------------------------------------------------
It looks like MPI_INIT failed for some reason; your parallel process is
likely to abort.  There are many reasons that a parallel process can
fail during MPI_INIT; some of which are due to configuration or environment
problems.  This failure appears to be an internal failure; here's some
additional information (which may only be relevant to an Open MPI
developer):

  PML add procs failed
  --> Returned "Error" (-1) instead of "Success" (0)
--------------------------------------------------------------------------
[cn-0071:2886090] *** An error occurred in MPI_Init
[cn-0071:2886090] *** reported by process [504659707,1]
[cn-0071:2886090] *** on a NULL communicator
[cn-0071:2886090] *** Unknown error
[cn-0071:2886090] *** MPI_ERRORS_ARE_FATAL (processes in this communicator will now abort,
[cn-0071:2886090] ***    and potentially your MPI job)
--------------------------------------------------------------------------
It looks like MPI_INIT failed for some reason; your parallel process is
likely to abort.  There are many reasons that a parallel process can
fail during MPI_INIT; some of which are due to configuration or environment
problems.  This failure appears to be an internal failure; here's some
additional information (which may only be relevant to an Open MPI
developer):

  PML add procs failed
  --> Returned "Error" (-1) instead of "Success" (0)
--------------------------------------------------------------------------
--------------------------------------------------------------------------
It looks like MPI_INIT failed for some reason; your parallel process is
likely to abort.  There are many reasons that a parallel process can
fail during MPI_INIT; some of which are due to configuration or environment
problems.  This failure appears to be an internal failure; here's some
additional information (which may only be relevant to an Open MPI
developer):

  PML add procs failed
  --> Returned "Error" (-1) instead of "Success" (0)
--------------------------------------------------------------------------
[cn-0159:2575911] *** An error occurred in MPI_Init
[cn-0159:2575911] *** reported by process [504659707,61]
[cn-0159:2575911] *** on a NULL communicator
[cn-0159:2575911] *** Unknown error
[cn-0159:2575911] *** MPI_ERRORS_ARE_FATAL (processes in this communicator will now abort,
[cn-0159:2575911] ***    and potentially your MPI job)
--------------------------------------------------------------------------
It looks like MPI_INIT failed for some reason; your parallel process is
likely to abort.  There are many reasons that a parallel process can
fail during MPI_INIT; some of which are due to configuration or environment
problems.  This failure appears to be an internal failure; here's some
additional information (which may only be relevant to an Open MPI
developer):

  PML add procs failed
  --> Returned "Error" (-1) instead of "Success" (0)
--------------------------------------------------------------------------
[cn-0071:2886091] *** An error occurred in MPI_Init
[cn-0071:2886091] *** reported by process [504659707,2]
[cn-0071:2886091] *** on a NULL communicator
[cn-0071:2886091] *** Unknown error
[cn-0071:2886091] *** MPI_ERRORS_ARE_FATAL (processes in this communicator will now abort,
[cn-0071:2886091] ***    and potentially your MPI job)
--------------------------------------------------------------------------
It looks like MPI_INIT failed for some reason; your parallel process is
likely to abort.  There are many reasons that a parallel process can
fail during MPI_INIT; some of which are due to configuration or environment
problems.  This failure appears to be an internal failure; here's some
additional information (which may only be relevant to an Open MPI
developer):

  PML add procs failed
  --> Returned "Error" (-1) instead of "Success" (0)
--------------------------------------------------------------------------
--------------------------------------------------------------------------
It looks like MPI_INIT failed for some reason; your parallel process is
likely to abort.  There are many reasons that a parallel process can
fail during MPI_INIT; some of which are due to configuration or environment
problems.  This failure appears to be an internal failure; here's some
additional information (which may only be relevant to an Open MPI
developer):

  PML add procs failed
  --> Returned "Error" (-1) instead of "Success" (0)
--------------------------------------------------------------------------
[cn-0159:2575914] *** An error occurred in MPI_Init
[cn-0159:2575914] *** reported by process [504659707,64]
[cn-0159:2575914] *** on a NULL communicator
[cn-0159:2575914] *** Unknown error
[cn-0159:2575914] *** MPI_ERRORS_ARE_FATAL (processes in this communicator will now abort,
[cn-0159:2575914] ***    and potentially your MPI job)
--------------------------------------------------------------------------
It looks like MPI_INIT failed for some reason; your parallel process is
likely to abort.  There are many reasons that a parallel process can
fail during MPI_INIT; some of which are due to configuration or environment
problems.  This failure appears to be an internal failure; here's some
additional information (which may only be relevant to an Open MPI
developer):

  PML add procs failed
  --> Returned "Error" (-1) instead of "Success" (0)
